entry_sk	member_sk	company_or_school	pos_or_edu_rank	title_or_degree	seniority_or_degree_rank	function_or_field	begin_month	end_month	is_job	is_edu
987805574	52563146	145411	1	16057	4	24	6/1/2013	9/29/2014	1	0
1233334503	231386894	1189171	3	13	2	-9	7/1/2013	10/1/2013	1	0
73436240	25522375	7920	1	22	2	25	6/1/2004	1/1/2000	0	1
1166502464	116613392	145411	1	36	4	-9	1/1/2014	9/29/2014	1	0
119270194	3909969	83331	8	1654	5	24	5/1/1999	4/1/2000	1	0
849718749	3764915	-9	3	2585	9	-9	7/1/2012	3/1/2013	1	0
886348711	117974941	145411	2	20	4	25	2/1/2013	12/1/2013	1	0
151297816	27192665	59066	6	4714	4	13	10/1/2003	7/1/2005	1	0
1157675310	15786803	-9	11	106	3	20	5/1/2003	2/1/2006	1	0
658986570	11984751	163268	2	10205	7	21	1/1/2012	6/1/2012	1	0
291526165	33669001	58457	5	25	3	3	7/1/2010	5/1/2011	1	0
166209420	7323131	76514	3	74	3	24	8/1/2005	8/1/2009	1	0
99753484	51013823	-9	1	40	2	42	6/1/2009	1/1/2005	0	1
478641293	153775292	-9	6	2532	5	10	4/1/2003	6/1/2004	1	0
168320637	39105244	70934	3	9	3	8	11/1/2001	7/1/2012	1	0
386030888	103690492	9861	2	109	3	119	6/1/2014	1/1/2012	0	1
809704251	2689345	145411	1	10924	5	25	10/1/2012	9/29/2014	1	0
346288005	34428375	145411	3	5759	4	25	2/1/2011	12/1/2012	1	0
1166152067	7615366	145411	1	20545	5	25	1/1/2014	9/29/2014	1	0
838312528	204224911	1529	6	416	3	10	6/1/2012	8/1/2012	1	0
125578950	7394129	156279	3	5185	6	19	9/1/2005	7/1/2010	1	0
155562007	8580277	-9	9	3446	3	7	6/1/2003	5/1/2004	1	0
64062036	19647729	752	1	-9	-9	-9	6/1/2004	1/1/2004	0	1
326168799	173946989	7895	1	22	2	-9	6/1/2012	?	0	1
801593872	11864245	145411	4	6535	5	13	8/1/2012	9/29/2014	1	0
118191262	3772990	146226	3	332	4	8	1/1/2003	12/1/2005	1	0
944119461	10434426	-9	2	5570	5	25	4/1/2013	3/1/2014	1	0
212416536	52633513	124856	5	268	4	12	9/1/2009	8/1/2010	1	0
108252439	11724	78455	9	560	3	15	5/1/2000	9/1/2000	1	0
1311021379	5951222	1491347	4	24	3	-9	12/1/2012	2/1/2013	1	0
1028381676	275246412	147147	4	19	3	25	12/1/2005	5/1/2008	1	0
126285674	11616447	-9	6	9	3	8	3/1/2000	4/1/2001	1	0
378902705	56203835	156701	3	408	3	24	5/1/2011	6/1/2012	1	0
410220366	129100912	-9	5	13632	3	15	4/1/2011	7/1/2011	1	0
774534658	3802585	75759	2	20459	4	18	9/1/2012	12/1/2013	1	0
783454475	74711356	165449	2	13614	3	15	8/1/2012	3/1/2013	1	0
733462348	3587857	145411	1	1586	4	8	6/1/2012	9/29/2014	1	0
448058435	90090927	-9	2	-9	-9	-9	?	?	0	1
352810108	40768269	-9	4	112	5	-9	1/1/2010	12/1/2011	1	0
1094642250	55822485	145411	1	11095	4	22	3/1/2013	9/29/2014	1	0
315580709	5357554	26426	3	7724	5	4	1/1/2009	10/1/2010	1	0
659153977	171424344	10363	4	5153	4	25	1/1/2011	3/1/2012	1	0
168160818	137731484	9160	1	92	3	-9	?	?	0	1
140743834	20830564	156701	4	1267	3	25	3/1/2010	6/1/2012	1	0
719332378	187438353	55889	6	165	4	25	2/1/2012	6/1/2012	1	0
123680760	11321697	74721	5	11	4	25	7/1/2007	10/1/2009	1	0
396501883	64151062	1439675	6	121	3	-9	1/1/2004	12/1/2007	1	0
712588895	9040968	145411	1	6940	5	19	1/1/2009	9/29/2014	1	0
358985010	6427612	52381	6	5156	5	20	4/1/2005	11/1/2006	1	0
920500225	141663876	156811	2	495	3	12	5/1/2013	6/1/2014	1	0
108126145	3676	62467	6	292	3	22	4/1/2000	10/1/2004	1	0
332646045	43099587	-9	2	-9	-9	-9	?	?	0	1
105020153	43500138	-9	1	81	0	-9	?	?	0	1
312596546	28096692	145411	3	997	4	15	10/1/2010	9/1/2013	1	0
932608070	24839376	-9	4	8713	4	13	2/1/2013	6/1/2013	1	0
919257623	57608522	39664	2	235	4	25	4/1/2012	3/1/2013	1	0
275977936	4214137	309804	5	9376	3	26	6/1/2010	11/1/2010	1	0
1223765991	17708060	145411	1	7233	4	18	4/1/2014	9/29/2014	1	0
974479332	63087824	884069	6	10715	6	25	12/1/2012	4/1/2013	1	0
409732398	796920	1258372	2	189	4	-9	1/1/2011	12/1/2012	1	0
386108625	98639108	156321	4	321	4	16	1/1/2005	2/1/2009	1	0
263907754	68939186	156321	6	6367	5	20	8/1/2000	1/1/2008	1	0
987016306	261073638	62467	2	492	4	14	6/1/2010	4/1/2014	1	0
96724790	25623650	-9	2	184	3	-9	6/1/1992	1/1/1990	0	1
373668592	78305377	33	5	13	2	-9	8/1/2009	10/1/2009	1	0
851966373	49465961	57989	4	219	3	8	1/1/1999	12/1/2004	1	0
157950289	51513932	9864	1	162	3	-9	6/1/2012	1/1/2011	0	1
124578462	10191603	1609	8	165	4	25	1/1/2000	12/1/2001	1	0
683616098	49080500	1568652	3	643	2	24	5/1/2009	7/1/2009	1	0
109370747	1516715	49047	5	3834	5	25	7/1/2007	5/1/2008	1	0
499620058	2575727	145411	2	1456	5	25	1/1/2012	9/29/2014	1	0
644771458	112101688	43752	4	530	3	12	9/1/2005	5/1/2008	1	0
185010416	7469415	-9	3	-9	-9	-9	6/1/1997	1/1/1993	0	1
52308352	1448428	7909	4	97	3	152	6/1/1998	1/1/1997	0	1
1354333884	51545927	145411	1	26	5	15	8/1/2014	9/29/2014	1	0
243751992	64587336	-9	6	175	6	25	8/1/2007	6/1/2008	1	0
864847374	40992234	145411	1	10966	3	13	1/1/2013	9/29/2014	1	0
109754071	4364180	164428	4	146	4	25	4/1/2006	11/1/2007	1	0
112543203	1814968	-9	11	103	8	9	11/1/1996	1/1/1998	1	0
160626177	32490673	1943346	7	3255	4	15	1/1/2007	12/1/2008	1	0
171034106	4742430	197578	5	12149	5	26	2/1/2009	3/1/2010	1	0
117337545	6474384	20716	6	260	4	12	1/1/2008	11/1/2008	1	0
715154787	41356322	988140	5	6429	3	3	5/1/2012	8/1/2012	1	0
148342983	84344391	-9	4	-9	-9	-9	6/1/2003	1/1/2000	0	1
385854761	34114960	-9	3	-9	-9	-9	?	?	0	1
703379163	30113813	26352	7	196	4	1	1/1/1997	12/1/2000	1	0
1099386397	130790751	75247	2	10659	5	18	10/1/2013	6/1/2014	1	0
111418347	5905476	636234	3	344	5	19	2/1/2008	12/1/2009	1	0
695514557	5101562	52246	4	1905	5	1	9/1/2003	9/1/2005	1	0
173162509	30534569	6586	2	162	3	-9	?	?	0	1
764384241	119119090	2369654	5	4651	2	13	9/1/2011	1/1/2012	1	0
399754160	16443689	145411	3	9	3	8	6/1/2011	4/1/2012	1	0
345649842	32212303	25226	8	10748	2	10	8/1/2005	1/1/2007	1	0
105212168	37198996	796	3	162	3	42	6/1/2003	1/1/2001	0	1
819085878	72611764	153851	3	6358	4	13	11/1/2012	12/1/2013	1	0
58241418	11341366	7895	1	56	2	42	6/1/2001	1/1/2001	0	1
1192070724	835240	145411	1	17902	5	13	2/1/2014	9/29/2014	1	0
77061489	34344715	8800	1	22	2	82	6/1/1997	1/1/1992	0	1
1225068615	6865726	145411	1	2375	5	24	1/1/2014	9/29/2014	1	0
445107922	240465895	-9	4	-9	-9	-9	?	?	0	1
1240076728	9804953	145411	1	164	3	26	4/1/2014	9/29/2014	1	0
59753331	7437636	-9	2	-9	-9	-9	6/1/1997	1/1/1990	0	1
1156328272	316766376	-9	6	10460	3	11	6/1/2010	8/1/2012	1	0
464483480	30642581	1039749	4	1763	6	18	12/1/2008	7/1/2010	1	0
90400506	46530283	4904	3	56	2	62	6/1/1996	1/1/1991	0	1
427500843	17443011	156321	3	836	5	13	10/1/2010	4/1/2012	1	0
391568169	99897525	-9	1	111	3	124	6/1/2013	1/1/2012	0	1
120768031	1247097	-9	11	9177	4	20	1/1/1996	12/1/2004	1	0
942807678	246679858	152716	2	12	3	24	3/1/2013	6/1/2013	1	0
1275658558	2445838	145411	1	4288	4	12	5/1/2014	9/29/2014	1	0
395211971	122675117	145411	4	1546	3	25	5/1/2011	2/1/2012	1	0
865898829	69767081	145411	1	20	4	25	1/1/2013	9/29/2014	1	0
789031483	130015172	156811	3	2333	3	22	9/1/2012	8/1/2013	1	0
1324224839	70479504	145411	1	6693	4	26	10/1/2013	9/29/2014	1	0
919588872	236632441	343033	4	13	3	8	6/1/2011	7/1/2011	1	0
217315172	15493864	155895	8	1161	3	25	5/1/2005	7/1/2005	1	0
79750117	38863971	7769	1	-9	-9	-9	6/1/2009	1/1/2005	0	1
1343851752	92412863	145411	1	3231	4	25	8/1/2014	9/29/2014	1	0
1092479113	74023298	27054	6	268	4	12	6/1/2007	7/1/2008	1	0
731710378	113436278	145411	2	5097	4	26	6/1/2012	11/1/2013	1	0
336206209	62038313	159367	4	912	4	6	1/1/2011	4/1/2012	1	0
110221349	3005771	155866	3	1149	5	8	1/1/2004	8/1/2005	1	0
656267681	113169356	145411	2	1827	3	12	2/1/2012	5/1/2013	1	0
365867721	16323996	145411	3	9069	5	24	3/1/2011	3/1/2012	1	0
64149438	19731012	12766	3	22	2	113	6/1/1994	1/1/1990	0	1
259180765	12833343	83367	3	19075	5	18	3/1/2010	5/1/2011	1	0
66846084	14731644	1287	2	-9	-9	-9	?	?	0	1
119687726	999824	141133	8	12111	4	6	9/1/1996	8/1/1998	1	0
372004448	111851296	83468	6	95	4	7	9/1/2005	9/1/2007	1	0
452712150	214272158	-9	2	81	0	-9	6/1/2009	1/1/2005	0	1
636391883	83661119	145411	2	5759	4	15	1/1/2012	4/1/2013	1	0
247410636	19862266	126516	3	32	3	8	4/1/2011	12/1/2012	1	0
182507175	37250692	35449	7	268	4	12	4/1/2007	10/1/2008	1	0
280801524	13127221	115017	6	59	3	13	6/1/2010	12/1/2010	1	0
277604782	2211445	-9	4	5478	4	8	12/1/2009	8/1/2011	1	0
62062805	10837488	8424	1	56	2	21	6/1/2004	1/1/2000	0	1
1136587655	115687029	2378550	4	1234	3	25	8/1/2012	1/1/2013	1	0
1235064655	1179435	156811	3	2533	4	15	10/1/2010	4/1/2011	1	0
818794587	166933231	44359	2	211	5	25	1/1/2012	12/1/2013	1	0
491087322	157694908	159367	3	912	4	6	9/1/2011	4/1/2012	1	0
482788507	100950915	19301	7	277	2	15	3/1/2011	6/1/2011	1	0
405427260	34100676	83367	3	4298	5	16	7/1/2011	4/1/2013	1	0
1262445058	72454023	145411	1	10817	4	25	5/1/2014	9/29/2014	1	0
246302991	4843212	399104	2	280	8	18	1/1/2009	8/1/2014	1	0
1221671550	25895364	145411	1	6335	6	25	3/1/2014	9/29/2014	1	0
904224565	17114577	145411	1	20	4	25	2/1/2013	9/29/2014	1	0
235114106	20719816	37860	6	655	3	2	4/1/2006	9/1/2007	1	0
137809529	20290161	2669	7	216	5	18	4/1/1999	7/1/2000	1	0
1344332261	363842248	145411	1	-9	-9	-9	8/1/2014	9/29/2014	1	0
130030693	10901037	-9	8	133	9	-9	1/1/2005	12/1/2006	1	0
236724305	1417249	81233	11	408	3	24	7/1/1995	12/1/1996	1	0
731543997	117997728	1286873	10	75	4	7	6/1/2010	9/1/2010	1	0
81278872	34635896	644	5	22	2	-9	6/1/2006	1/1/2002	0	1
699312814	182279766	13817	3	2798	3	26	10/1/2010	4/1/2012	1	0
246380161	20207974	145411	2	9	3	8	2/1/2010	9/29/2014	1	0
259992779	22429784	11121	3	5109	4	18	12/1/2009	9/1/2011	1	0
487801114	30127098	145411	5	1546	3	25	12/1/2011	10/1/2012	1	0
392570955	73368086	81654	4	1131	3	25	6/1/2011	3/1/2012	1	0
256844860	19856035	54173	4	1176	4	8	3/1/2008	7/1/2009	1	0
356815431	47621393	6181	5	193	4	6	1/1/1999	1/1/2002	1	0
162514060	41566439	-9	2	-9	-9	82	6/1/2009	1/1/1996	0	1
361881928	44020627	788558	2	193	4	6	3/1/2011	6/1/2013	1	0
146686795	23133777	61015	4	10483	4	13	3/1/2008	5/1/2010	1	0
706722645	16616208	145411	1	146	4	25	5/1/2012	9/29/2014	1	0
1317372708	30601101	145411	1	765	4	6	7/1/2014	9/29/2014	1	0
125004928	7277830	-9	6	549	3	14	6/1/2004	10/1/2005	1	0
500396633	12909795	156940	3	9715	4	13	7/1/2011	4/1/2012	1	0
344272470	49219186	157516	7	8016	5	25	4/1/2007	4/1/2008	1	0
164773083	8473513	114247	4	3114	4	3	12/1/2008	3/1/2011	1	0
1073547922	85502004	34803	3	5001	4	26	10/1/2009	3/1/2010	1	0
495404316	64866438	-9	1	162	3	102	6/1/2014	1/1/2013	0	1
132564496	12379096	153974	5	186	4	13	12/1/2005	3/1/2006	1	0
367774713	112108302	-9	6	10810	2	1	4/1/2006	7/1/2006	1	0
520446878	17077414	24562	1	-9	-9	-9	?	1/1/2014	0	1
302895557	87322753	887041	6	110	3	18	11/1/2007	8/1/2010	1	0
406798455	83561319	1092804	4	59	3	13	1/1/2004	12/1/2008	1	0
640673556	166219816	69194	4	1234	3	25	1/1/2010	9/1/2010	1	0
123091152	1321769	-9	8	4327	4	6	1/1/2000	12/1/2000	1	0
159315253	35147686	158165	3	893	5	18	11/1/2008	9/1/2011	1	0
840023997	9352215	146653	8	109	4	13	1/1/2000	1/1/2001	1	0
399242475	41568709	158165	5	1275	3	8	7/1/2001	2/1/2006	1	0
154605411	32666027	8224	4	11	4	25	5/1/2010	12/1/2010	1	0
110186618	5794632	29359	5	39	4	8	6/1/2006	3/1/2007	1	0
63206782	18241993	-9	1	183	3	119	6/1/2010	1/1/2007	0	1
364744098	111115010	-9	8	2192	3	16	4/1/2009	10/1/2009	1	0
182373925	80529238	-9	1	-9	-9	-9	?	?	0	1
424186899	85357091	-9	2	56	2	173	6/1/2012	1/1/2008	0	1
287454108	27186205	156983	2	17771	4	23	7/1/2010	8/1/2014	1	0
1344568022	163010117	145411	1	100	3	13	8/1/2014	9/29/2014	1	0
286969256	48928339	145411	4	1617	5	25	7/1/2010	4/1/2011	1	0
488240147	157221964	52022	5	9038	3	26	7/1/2008	3/1/2010	1	0
159729798	5315563	24663	8	940	4	13	7/1/2005	5/1/2008	1	0
84320320	11006404	8948	1	-9	-9	84	?	?	0	1
1227375662	12429809	145411	1	1254	4	12	4/1/2014	9/29/2014	1	0
123930512	11371604	64403	5	17561	3	24	6/1/2005	7/1/2009	1	0
1012939659	1286234	145411	1	1374	5	18	6/1/2013	9/29/2014	1	0
130734853	9640339	158894	9	1586	4	13	12/1/2001	12/1/2003	1	0
785546589	28930569	87312	3	8636	4	15	9/1/2012	9/29/2014	1	0
460091337	147949399	145411	2	379	3	15	10/1/2011	9/29/2014	1	0
264953667	73124926	-9	5	30	3	2	5/1/2006	8/1/2009	1	0
633414973	102855699	83008	3	643	2	24	1/1/2012	5/1/2012	1	0
483763448	47595186	-9	2	760	3	2	1/1/2011	4/1/2012	1	0
120065492	1033379	147806	8	17729	4	25	8/1/2000	6/1/2006	1	0
1364123905	69795513	145411	1	100	3	13	9/1/2014	9/29/2014	1	0
879293625	144267126	144527	10	7161	5	26	1/1/1998	12/1/1999	1	0
108064033	45466805	-9	2	-9	-9	-9	6/1/2006	1/1/2004	0	1
921640215	71513952	141133	3	285	2	-9	5/1/2012	7/1/2012	1	0
458517276	147375769	29254	5	2493	4	26	3/1/2005	4/1/2010	1	0
137698032	98934173	225	1	-9	-9	38	6/1/2002	1/1/2000	0	1
136716914	14473150	40122	8	1161	2	10	5/1/2002	8/1/2002	1	0
114513053	2003754	-9	4	281	4	8	6/1/2000	1/1/2002	1	0
1326901559	295648156	145411	1	62	3	26	7/1/2014	9/29/2014	1	0
321181298	21420109	1372189	5	3450	3	10	1/1/2006	12/1/2006	1	0
501207827	160514798	-9	4	1556	2	25	1/1/2011	12/1/2012	1	0
285925829	75143192	75903	3	12	3	24	7/1/2010	1/1/2012	1	0
119625987	5334072	145557	4	10366	4	25	5/1/2003	5/1/2005	1	0
256325659	41560966	33	3	15870	3	13	3/1/2010	5/1/2011	1	0
1158645027	105012601	145411	1	997	4	15	10/1/2013	9/29/2014	1	0
116870591	6456562	78139	3	1636	5	24	3/1/2005	7/1/2009	1	0
365817823	203558490	8137	2	109	3	-9	6/1/2014	1/1/2012	0	1
376940908	14232261	25694	7	175	6	25	3/1/2000	8/1/2005	1	0
319424143	13124474	158894	4	4995	3	8	9/1/2005	3/1/2006	1	0
1074604906	86624959	-9	3	153	8	13	3/1/2013	8/1/2014	1	0
69321900	16781086	-9	3	-9	-9	-9	6/1/1999	1/1/1994	0	1
113543777	4748354	158165	6	26	5	15	7/1/2005	7/1/2008	1	0
362892016	20947585	-9	2	-9	-9	31	6/1/2000	1/1/1996	0	1
111549725	268626	-9	6	35	8	9	2/1/2000	12/1/2001	1	0
729323597	172594060	34089	4	17465	2	12	5/1/2012	7/1/2012	1	0
1196061872	129595213	145411	2	-9	-9	-9	1/1/2014	5/1/2014	1	0
675266313	17604379	145411	1	604	4	24	3/1/2012	9/29/2014	1	0
1075075044	46280112	147031	2	2158	5	-9	9/1/2013	12/1/2013	1	0
113313388	3314646	67486	4	20	4	25	1/1/2004	12/1/2007	1	0
192144995	45373999	1928	9	20112	5	18	1/1/1992	12/1/2001	1	0
129894870	10878183	66992	7	1156	4	4	6/1/2006	9/1/2006	1	0
135285438	15704935	68406	4	9	3	8	1/1/2007	8/1/2008	1	0
326485025	12268574	-9	3	6153	4	12	11/1/2010	10/1/2011	1	0
894075601	38043233	81281	3	7243	3	23	2/1/2013	10/1/2013	1	0
72565047	24598187	8008	2	111	3	101	6/1/2002	1/1/2002	0	1
146261286	22466925	27570	3	507	5	25	1/1/2007	11/1/2009	1	0
446195980	15362007	156811	4	7485	5	25	6/1/2011	8/1/2011	1	0
1320639034	4568595	145411	1	39	4	8	7/1/2014	9/29/2014	1	0
1178476606	208373177	82650	3	8039	4	7	10/1/2010	8/1/2012	1	0
942978666	8529155	-9	2	4735	6	13	3/1/2013	5/1/2014	1	0
1214084323	9600139	145411	1	1867	5	19	3/1/2014	9/29/2014	1	0
353252623	4520372	67752	3	119	6	4	2/1/2011	6/1/2011	1	0
1096995487	64115854	145411	3	3411	4	26	10/1/2013	1/1/2014	1	0
656107403	143426163	69812	3	3470	4	18	2/1/2012	3/1/2013	1	0
435644034	34710327	6283	2	609	5	12	9/1/2011	11/1/2012	1	0
1210771216	5158049	145411	1	2446	3	15	3/1/2014	9/29/2014	1	0
123538114	12731947	12850	4	31	3	25	5/1/2007	6/1/2008	1	0
663551159	90274414	15074	2	165	4	25	2/1/2012	9/1/2013	1	0
134708450	17032654	143783	4	22	4	6	1/1/2003	12/1/2006	1	0
715487048	46225561	-9	9	4390	4	16	3/1/2003	9/1/2004	1	0
281470462	1992869	144601	3	3179	4	20	10/1/2008	12/1/2011	1	0
115126189	4917159	88537	4	4	4	20	1/1/2007	8/1/2008	1	0
290929491	4222366	32110	3	398	5	20	11/1/2009	9/1/2012	1	0
432900151	128017619	-9	5	1585	3	25	6/1/2007	10/1/2009	1	0
89392245	45696434	-9	2	70	2	61	6/1/2007	1/1/2003	0	1
1349412171	73548183	145411	1	2549	3	25	8/1/2014	9/29/2014	1	0
902793441	49461202	81281	3	12261	5	15	2/1/2013	7/1/2013	1	0
158074490	32757119	50356	6	198	4	15	11/1/2005	9/1/2006	1	0
438167484	29260	-9	2	2729	4	16	1/1/2008	9/29/2014	1	0
58295082	7188245	8729	1	183	3	40	6/1/2006	1/1/2004	0	1
793592152	2414223	1361	4	13515	4	7	6/1/2006	8/1/2013	1	0
403462618	52781637	78016	3	-9	-9	-9	6/1/2011	8/1/2011	1	0
109254795	93459	146677	10	288	4	24	5/1/1987	9/1/1989	1	0
135487198	31209156	3672	1	111	3	119	6/1/2006	1/1/2004	0	1
1344881737	165649426	145411	1	1765	4	25	8/1/2014	9/29/2014	1	0
118137447	6585836	-9	13	436	3	26	1/1/1998	12/1/1998	1	0
173275646	19135287	134842	5	26	5	15	5/1/2005	10/1/2005	1	0
377578432	35936086	83367	4	-9	-9	-9	6/1/2007	9/1/2011	1	0
731714705	165506138	2270826	3	740	3	25	6/1/2012	3/1/2013	1	0
130417611	10955231	83367	5	5905	5	20	1/1/2006	5/1/2008	1	0
187385635	45431907	455270	2	277	2	15	4/1/2009	12/1/2009	1	0
101223419	22517126	-9	2	-9	-9	-9	?	?	0	1
763802558	21973815	145411	1	9	3	8	8/1/2012	9/29/2014	1	0
90053820	49462399	9439	1	32	2	119	6/1/2010	1/1/2006	0	1
144884573	22895027	74053	5	285	2	-9	4/1/2006	6/1/2006	1	0
182480780	11892790	145411	1	5759	4	25	3/1/2009	9/29/2014	1	0
638721932	13740022	145411	4	3638	5	18	1/1/2012	10/1/2013	1	0
96978230	34977438	255	1	109	3	101	6/1/2005	1/1/2004	0	1
285827158	80805795	62467	5	8505	3	26	11/1/2008	8/1/2009	1	0
762023985	186035308	20358	3	1827	3	12	8/1/2012	8/1/2014	1	0
994804073	3387990	81281	3	440	5	8	1/1/2012	12/1/2013	1	0
133990803	39466744	9158	2	109	3	94	6/1/2008	1/1/2006	0	1
900883205	122293845	158168	3	3244	2	8	6/1/2012	8/1/2012	1	0
132735524	19647510	-9	9	924	3	16	1/1/2006	3/1/2008	1	0
221798274	56271406	30781	4	26	5	15	11/1/2004	4/1/2010	1	0
499731241	59710994	-9	4	-9	-9	-9	6/1/2013	1/1/2013	0	1
394337223	11082085	145411	5	5153	4	25	6/1/2011	4/1/2013	1	0
179409409	119361736	2194	1	25	2	-9	6/1/2011	1/1/2006	0	1
1142677217	312979696	-9	2	14244	4	1	3/1/2011	9/1/2014	1	0
814025631	46936675	108477	3	310	3	8	10/1/2012	12/1/2013	1	0
116959496	750266	159367	5	2995	5	19	1/1/1999	12/1/2005	1	0
1009050618	209938436	145411	2	21765	4	26	1/1/2013	4/1/2014	1	0
286886241	3214222	7779	4	609	5	12	7/1/2010	4/1/2013	1	0
456269103	54908358	-9	4	3206	4	-9	1/1/2010	9/1/2011	1	0
506848127	2279821	145411	2	1254	5	25	1/1/2012	9/29/2014	1	0
183163714	10730161	122813	6	23168	3	15	6/1/2002	7/1/2005	1	0
1361002812	32385323	32382	3	2837	4	22	4/1/2011	9/1/2011	1	0
117857336	5196176	156811	8	3405	3	12	1/1/2006	5/1/2006	1	0
110266584	3004842	137250	5	1685	5	8	10/1/2005	11/1/2007	1	0
147647952	22494491	138641	11	196	4	1	10/1/1996	3/1/1997	1	0
440661033	262583321	-9	3	90	0	80	6/1/2010	1/1/2006	0	1
106909187	62481089	1110	2	56	2	42	6/1/2007	1/1/2003	0	1
645720631	1420795	145411	2	5914	6	25	1/1/2012	3/1/2014	1	0
967287456	140468545	-9	5	2639	2	25	5/1/2013	8/1/2013	1	0
1199650137	67183869	145411	1	20	4	25	3/1/2014	9/29/2014	1	0
1327308965	14655930	145411	1	349	4	24	7/1/2014	9/29/2014	1	0
60203480	13103901	232	1	25	2	27	6/1/1999	1/1/1997	0	1
473097901	6713593	1929750	4	-9	-9	-9	10/1/2006	12/1/2007	1	0
115917849	3569109	5971	6	292	3	22	5/1/1995	10/1/1998	1	0
838018945	121613918	78137	5	7597	3	26	2/1/2006	5/1/2009	1	0
1245177527	89239480	145411	1	156	3	15	5/1/2014	9/29/2014	1	0
292103483	19908200	127851	3	369	3	26	2/1/2011	6/1/2011	1	0
61868913	9570246	8266	1	111	3	158	6/1/1998	1/1/1998	0	1
66590209	14670196	5416	4	25	2	84	6/1/2003	1/1/1999	0	1
835352591	191391675	2408792	3	41	3	8	11/1/2012	6/1/2013	1	0
54260244	452671	1942	1	80	2	-9	6/1/1999	1/1/1992	0	1
725020130	25153686	145411	1	1456	5	12	6/1/2012	9/29/2014	1	0
118632071	5276585	146226	4	400	3	12	12/1/2002	6/1/2004	1	0
118660965	3851611	-9	5	1711	3	12	1/1/2004	12/1/2005	1	0
154423211	6201924	33	4	3088	6	4	2/1/2008	1/1/2009	1	0
136543185	96388332	3516	1	70	2	40	6/1/2009	1/1/2005	0	1
55249066	735833	7920	2	162	3	123	6/1/1995	1/1/1993	0	1
1079246567	104611305	145411	1	20	4	25	10/1/2013	9/29/2014	1	0
507224914	43523131	33	2	10023	4	13	12/1/2011	11/1/2013	1	0
436176295	139102441	145413	6	13	2	-9	6/1/2011	8/1/2011	1	0
293415176	3082068	1393037	4	340	4	13	8/1/2010	4/1/2011	1	0
111354471	1707687	62985	6	109	3	13	6/1/2003	6/1/2003	1	0
660126753	171651431	-9	11	14	5	25	1/1/2009	7/1/2010	1	0
206123640	51317312	19802	4	1799	4	24	6/1/2009	8/1/2009	1	0
1033343054	278001473	111704	5	100	3	13	5/1/2013	9/1/2013	1	0
1092602561	296870890	930577	5	2732	3	13	4/1/2007	6/1/2007	1	0
222186012	6977152	83634	5	446	5	18	8/1/2008	12/1/2008	1	0
245796152	27587049	58057	7	577	3	3	9/1/1990	1/1/1997	1	0
186879335	365885	77145	10	340	4	13	9/1/1991	12/1/1992	1	0
493060024	35901054	-9	1	-9	-9	-9	?	?	0	1
207035428	51491669	63201	3	3515	4	8	6/1/2009	6/1/2012	1	0
164447451	225193	-9	4	3	4	6	1/1/2008	3/1/2012	1	0
807622858	72898721	25725	2	11	4	25	10/1/2012	1/1/2014	1	0
156789879	33438541	156701	2	22	4	6	9/1/2008	5/1/2012	1	0
367217836	22492640	1730333	4	2406	4	15	11/1/2010	9/1/2012	1	0
110511008	3027896	10722	4	39	4	8	1/1/2000	12/1/2004	1	0
213350770	30372181	58426	6	2116	2	3	9/1/2009	12/1/2009	1	0
189865209	12302604	9037	6	105	6	12	7/1/2002	10/1/2004	1	0
436223478	11781361	-9	3	-9	-9	-9	6/1/2008	?	0	1
1041185426	18597556	145411	1	308	4	26	8/1/2013	9/29/2014	1	0
128207362	10617149	60575	5	17546	4	16	7/1/2007	8/1/2010	1	0
53510476	4625749	2443	1	111	3	-9	6/1/2006	1/1/2006	0	1
910551267	160659194	48875	4	23991	3	7	1/1/2013	5/1/2013	1	0
1012595981	169953162	149208	2	1284	4	15	7/1/2013	1/1/2014	1	0
984989767	75464703	145411	3	10910	4	25	6/1/2013	4/1/2014	1	0
140478119	17957036	26078	7	-9	-9	-9	12/1/2004	12/1/2005	1	0
151946909	34633755	-9	3	-9	-9	-9	6/1/2000	1/1/1994	0	1
732536055	190808482	10548	3	20	4	25	9/1/2011	12/1/2011	1	0
761606891	21562771	-9	3	18838	5	16	10/1/2011	10/1/2013	1	0
114936510	2044622	83367	6	1802	3	18	8/1/2005	7/1/2007	1	0
1219521111	14067388	145411	2	4288	4	25	1/1/2013	3/1/2014	1	0
352968433	106367823	87156	5	10816	5	18	6/1/2005	6/1/2007	1	0
140172200	14966441	149485	7	1284	4	15	6/1/2004	11/1/2008	1	0
490895776	1882934	159367	4	12235	4	13	2/1/2000	2/1/2004	1	0
152811773	25858326	72881	4	3832	4	24	11/1/2006	7/1/2007	1	0
1342927138	126146407	2258726	4	472	3	25	8/1/2012	7/1/2013	1	0
383768810	1596549	159367	4	94	5	25	9/1/2009	12/1/2010	1	0
1366083932	181262111	145411	1	9420	3	22	9/1/2014	9/29/2014	1	0
270903735	33363251	613574	5	9	3	8	2/1/2010	5/1/2011	1	0
566056291	207700370	-9	3	-9	-9	-9	?	?	0	1
1069776036	73903009	11422	2	4171	2	8	6/1/2013	8/1/2013	1	0
126204599	7404353	-9	10	19345	2	24	1/1/2001	12/1/2001	1	0
378837160	477627	145411	1	1943	6	18	1/1/2011	9/29/2014	1	0
